NCBI_ID	Parent_NCBI_ID	Organism_Name	Level	Lineage
1590	1578	Lactobacillus plantarum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1596	1578	Lactobacillus gasseri	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1597	655183	Lactobacillus paracasei	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;Lactobacillus casei group: 655183;
1604	1578	Lactobacillus amylovorus	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1613	1578	Lactobacillus fermentum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1623	1578	Lactobacillus ruminis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1624	1578	Lactobacillus salivarius	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Lactobacillaceae: 33958;Lactobacillus: 1578;
1628085	2048137	Agathobaculum butyriciproducens	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Agathobaculum: 2048137;
1639133	1344959	Citrobacter portucalensis	species	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Gammaproteobacteria: 1236;Enterobacterales: 91347;Enterobacteriaceae: 543;Citrobacter: 544;Citrobacter freundii complex: 1344959;
1643822	84998	Eggerthellales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;
1643824	84999	Atopobiaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Coriobacteriales: 84999;
1643826	1643822	Eggerthellaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Coriobacteriia: 84998;Eggerthellales: 1643822;
1649459	31979	Hungatella	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;
165179	838	Prevotella copri	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Prevotellaceae: 171552;Prevotella: 838;
1653434	1769710	Sellimonas intestinalis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Sellimonas: 1769710;
165779	1570339	Anaerococcus	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Tissierellia: 1737404;Tissierellales: 1737405;Peptoniphilaceae: 1570339;
166486	841	Roseburia intestinalis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Roseburia: 841;
1678	31953	Bifidobacterium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;
1680	1678	Bifidobacterium adolescentis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
1681	1678	Bifidobacterium bifidum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
1694	1678	Bifidobacterium pseudolongum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
169435	244127	Anaerotruncus colihominis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Anaerotruncus: 244127;
171549	200643	Bacteroidales	order	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;
171550	171549	Rikenellaceae	family	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;
171552	171549	Prevotellaceae	family	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;
1720294	1432051	Eisenbergiella massiliensis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Eisenbergiella: 1432051;
1730	186806	Eubacterium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;
1735	1573535	Holdemanella biformis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Holdemanella: 1573535;
1737404	1239	Tissierellia	class	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;
1737405	1737404	Tissierellales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Tissierellia: 1737404;
1743	31957	Propionibacterium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Propionibacteriales: 85009;Propionibacteriaceae: 31957;
1755241	165779	Anaerococcus nagyae	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Tissierellia: 1737404;Tissierellales: 1737405;Peptoniphilaceae: 1570339;Anaerococcus: 165779;
1760	201174	Actinobacteria	class	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;
1763508	186803	Lachnotalea	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
1769710	186803	Sellimonas	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
1776384	1926556	Emergencia timonensis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiales incertae sedis: 538999;Emergencia: 1926556;
1843488	909932	Acidaminococcales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;
1843489	909932	Veillonellales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;
1843491	909929	Selenomonadaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Selenomonadales: 909929;
1849041	1892380	Harryflintia acetispora	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Harryflintia: 1892380;
1849828	186804	Paeniclostridium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Peptostreptococcaceae: 186804;
1853231	171549	Odoribacteraceae	family	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;
186801	1239	Clostridia	class	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;
186802	186801	Clostridiales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;
186803	186802	Lachnospiraceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
186804	186802	Peptostreptococcaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
186806	186802	Eubacteriaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
186807	186802	Peptococcaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
186813	186802	unclassified Clostridiales	no rank	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
186817	1385	Bacillaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Bacillales: 1385;
186822	1385	Paenibacillaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Bacillales: 1385;
186826	91061	Lactobacillales	order	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;
186928	186803	unclassified Lachnospiraceae	no rank	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
1891238	119065	Burkholderiales bacterium	species	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Betaproteobacteria: 28216;Burkholderiales: 80840;unclassified Burkholderiales: 119065;
1892380	541000	Harryflintia	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;
189330	186803	Dorea	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
189971	31979	unclassified Clostridiaceae	no rank	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;
1926556	538999	Emergencia	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiales incertae sedis: 538999;
1940789	1357	Lactococcus petauri	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Streptococcaceae: 1300;Lactococcus: 1357;
194924	213115	Desulfovibrionaceae	family	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Deltaproteobacteria: 28221;Desulfovibrionales: 213115;
195950	2005525	Tannerella	genus	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;
197614	1301	Streptococcus pasteurianus	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Streptococcaceae: 1300;Streptococcus: 1301;
2005525	171549	Tannerellaceae	family	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;
200643	976	Bacteroidia	class	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;
201174	1783272	Actinobacteria	phylum	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;
203490	32066	Fusobacteriia	class	cellular organisms: 131567;Bacteria: 2;Fusobacteria: 32066;
203491	203490	Fusobacteriales	order	cellular organisms: 131567;Bacteria: 2;Fusobacteria: 32066;Fusobacteriia: 203490;
203492	203491	Fusobacteriaceae	family	cellular organisms: 131567;Bacteria: 2;Fusobacteria: 32066;Fusobacteriia: 203490;Fusobacteriales: 203491;
2048137	541000	Agathobaculum	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;
2057233	128827	Absiella	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;
207244	186803	Anaerostipes	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
208479	1506553	[Clostridium] bolteae	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Lachnoclostridium: 1506553;
213115	28221	Desulfovibrionales	order	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Deltaproteobacteria: 28221;
214853	264995	Anaerofustis stercorihominis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Anaerofustis: 264995;
216816	1678	Bifidobacterium longum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
216851	541000	Faecalibacterium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;
2291989	189971	Clostridiaceae bacterium AF31-3BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2291990	189971	Clostridiaceae bacterium AF42-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2291991	552397	Ruminococcaceae bacterium AM07-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;unclassified Ruminococcaceae: 552397;
2291992	433334	Erysipelotrichaceae bacterium AM17-60	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;unclassified Erysipelotrichaceae: 433334;
2291993	2057233	Absiella sp. AM09-45	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2291994	2057233	Absiella sp. AM09-50	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2291995	2057233	Absiella sp. AM10-20	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2291996	2057233	Absiella sp. AM22-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
2291997	904	Acidaminococcus sp. AM05-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Acidaminococcales: 1843488;Acidaminococcaceae: 909930;Acidaminococcus: 904;
