NCBI_ID	Parent_NCBI_ID	Organism_Name	Level	Lineage
2292953	816	Bacteroides sp. AM44-19	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292954	816	Bacteroides sp. AM51-7	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292955	816	Bacteroides sp. AM54-2NS	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292956	816	Bacteroides sp. CF01-10NS	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292957	816	Bacteroides sp. OF03-11BH	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2292958	572511	Blautia sp. AF14-40	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292959	572511	Blautia sp. AF17-9LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292960	572511	Blautia sp. AF19-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292961	572511	Blautia sp. AF19-10LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292962	572511	Blautia sp. AF19-13LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292963	572511	Blautia sp. AF19-34	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292964	572511	Blautia sp. AF22-5LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292965	572511	Blautia sp. AF25-12LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292966	572511	Blautia sp. AF26-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292967	572511	Blautia sp. AF32-4BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292968	572511	Blautia sp. AF34-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292969	572511	Blautia sp. AM16-16B	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292970	572511	Blautia sp. AM22-22LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292971	572511	Blautia sp. AM23-13AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292972	572511	Blautia sp. AM28-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292973	572511	Blautia sp. AM28-27	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292974	572511	Blautia sp. AM28-36	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292975	572511	Blautia sp. AM29-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292976	572511	Blautia sp. AM42-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292977	572511	Blautia sp. AM46-3MH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292978	572511	Blautia sp. AM46-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292979	572511	Blautia sp. AM47-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292980	572511	Blautia sp. OF03-13	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292981	572511	Blautia sp. OF09-25XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292982	572511	Blautia sp. OF11-22	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292983	572511	Blautia sp. OM05-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292984	572511	Blautia sp. OM06-15AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292985	572511	Blautia sp. OM07-19	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292986	572511	Blautia sp. TF10-30	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292987	572511	Blautia sp. TF11-31AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292988	572511	Blautia sp. TF12-12AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292989	572511	Blautia sp. TF12-31AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292990	572511	Blautia sp. TM10-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
2292991	135858	Catenibacterium sp. AM22-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Catenibacterium: 135858;
2292992	135858	Catenibacterium sp. AM22-6LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Catenibacterium: 135858;
2292993	1485	Clostridium sp. AF02-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292994	1485	Clostridium sp. AF12-41	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292995	1485	Clostridium sp. AF15-31	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292996	1485	Clostridium sp. AF15-41	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292997	1485	Clostridium sp. AF15-49	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292998	1485	Clostridium sp. AF15-6B	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2292999	1485	Clostridium sp. AF16-25	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293000	1485	Clostridium sp. AF17-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293001	1485	Clostridium sp. AF17-21AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293002	1485	Clostridium sp. AF20-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293003	1485	Clostridium sp. AF21-20LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293004	1485	Clostridium sp. AF22-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293005	1485	Clostridium sp. AF23-6LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293006	1485	Clostridium sp. AF23-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293007	1485	Clostridium sp. AF24-2LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293008	1485	Clostridium sp. AF27-5AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293009	1485	Clostridium sp. AF29-8BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293010	1485	Clostridium sp. AF32-7AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293011	1485	Clostridium sp. AF34-10BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293012	1485	Clostridium sp. AF34-13	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293013	1485	Clostridium sp. AF35-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293014	1485	Clostridium sp. AF36-18BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293015	1485	Clostridium sp. AF36-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293016	1485	Clostridium sp. AF37-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293017	1485	Clostridium sp. AF37-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293018	1485	Clostridium sp. AF43-10	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293019	1485	Clostridium sp. AF46-12NS	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293020	1485	Clostridium sp. AF46-9NS	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293021	1485	Clostridium sp. AF50-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293022	1485	Clostridium sp. AM09-51	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293023	1485	Clostridium sp. AM18-55	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293024	1485	Clostridium sp. AM22-11AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293025	1485	Clostridium sp. AM27-28	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293026	1485	Clostridium sp. AM27-31LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293027	1485	Clostridium sp. AM28-20LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293028	1485	Clostridium sp. AM29-11AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293029	1485	Clostridium sp. AM32-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293030	1485	Clostridium sp. AM34-9AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293031	1485	Clostridium sp. AM42-36	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293032	1485	Clostridium sp. AM43-3BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293033	1485	Clostridium sp. AM46-21	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293034	1485	Clostridium sp. AM48-13	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293035	1485	Clostridium sp. AM49-4BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293036	1485	Clostridium sp. AM51-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293037	1485	Clostridium sp. AM54-14XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293038	1485	Clostridium sp. AM54-37XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293039	1485	Clostridium sp. OF10-22XD	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293040	1485	Clostridium sp. OF13-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293041	1485	Clostridium sp. OM04-12AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293042	1485	Clostridium sp. OM04-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293043	1485	Clostridium sp. OM05-5BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293044	1485	Clostridium sp. OM05-6BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293045	1485	Clostridium sp. OM05-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293046	1485	Clostridium sp. OM05-9BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293047	1485	Clostridium sp. OM07-10AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293048	1485	Clostridium sp. OM07-9AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293049	1485	Clostridium sp. OM08-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293050	1485	Clostridium sp. TF01-11	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293051	1485	Clostridium sp. TF06-15AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293052	1485	Clostridium sp. TF08-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293053	1485	Clostridium sp. TF11-13AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293054	1485	Clostridium sp. TM06-18	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2293056	100883	Coprobacillus sp. AF02-13	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293057	100883	Coprobacillus sp. AF09-1A	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293058	100883	Coprobacillus sp. AF13-15	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293059	100883	Coprobacillus sp. AF13-25	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293060	100883	Coprobacillus sp. AF13-4LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293061	100883	Coprobacillus sp. AF15-30	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293062	100883	Coprobacillus sp. AF16-47	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293063	100883	Coprobacillus sp. AF17-11AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293064	100883	Coprobacillus sp. AF17-17AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293065	100883	Coprobacillus sp. AF19-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293066	100883	Coprobacillus sp. AF24-1LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293067	100883	Coprobacillus sp. AF27-24BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293068	100883	Coprobacillus sp. AF29-3BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293069	100883	Coprobacillus sp. AF31-1BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293070	100883	Coprobacillus sp. AF35-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293071	100883	Coprobacillus sp. AF36-10BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293072	100883	Coprobacillus sp. AF37-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
2293073	100883	Coprobacillus sp. AM09-26	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Coprobacillus: 100883;
